N_estagios,pos_alimentacao,razao_refluxo,corte_pct,pressao,z_propeno,pureza_topo,recuperacao,Q_refervedor,R_sobre_Rmin,T_condensador
220,0.6452949365095235,21.0404059796296,99.33880183484247,16.05015170280076,0.7093656472238247,99.91789383032315,99.25723854965301,55.39094710128314,1.726525128506013,38.479904665893
180,0.692322629161179,19.9475324308835,98.47144769510949,15.95216680981778,0.6404199427720858,99.76466354977134,98.23970848561507,47.2034096442255,1.588127426903372,38.20963068284715
140,0.328585063996166,20.6370002492182,99.51611421197588,19.65262492284737,0.8432812286599539,98.40212999213608,97.92597606999111,60.24740329955408,1.710320129271831,47.69744210933101
160,0.4992524815256707,12.70736982639879,97.55301108616658,18.88911366691254,0.7665540800974471,96.66482373008145,94.29944620982974,34.54566788806307,1.141437307664879,45.84979039759236
100,0.6361144113061018,10.43227954089269,97.9378232732997,20.42940439736284,0.8538854975753697,95.30771534503211,93.34230182043709,31.21478917538847,1.135791284944259,49.52638029732452
230,0.6142492560916579,18.47551164197922,97.95493045166573,19.40935906348936,0.7168889764302643,99.48623673225472,97.45167400005965,45.6050359893439,1.393569902794564,47.11429449021722
210,0.6214920789236202,18.72110355462879,98.77982773375142,19.73016105553322,0.8606235462622018,99.65388557102388,98.43793649704716,55.53852736866903,1.409866291989909,47.8822471633805
170,0.6970933374913408,21.90525982460007,97.20244001192492,16.79466252716258,0.8440060498734936,99.89067875443966,97.09617709378885,66.04196246775693,1.807856975379646,40.49629200555114
250,0.469985636604391,9.598923307377845,99.15841886819564,15.31653784263507,0.6309795836698031,91.90238936611171,91.12895619752913,23.99257086629581,1.005128987976291,36.42715049147421
180,0.3053974540202878,16.49500872662664,97.17995200463244,17.68258983652294,0.8328069070289377,98.38645332806716,95.61190812327577,48.89219297095028,1.4628870030096,42.82018902027886
190,0.6475433220162987,21.54312977414578,98.91168606691831,18.41006359316036,0.670623767165537,99.67355722843523,98.58879601752001,50.88705631724881,1.632423117761111,44.66363543781284
100,0.6287647547785192,21.56661177999899,98.05140996973114,19.75686321199127,0.6315681415846338,97.22148940258677,95.32704115280906,46.26823284913039,1.654003719357682,47.94577339302299
150,0.510681422550138,21.1565115792416,97.56443799574028,14.74060938840546,0.7288112138929311,99.53984171869629,97.11548715469547,57.64479643179545,1.845675508294327,34.76613548738612
220,0.3399417646718211,18.88100324036181,99.85665151653004,18.32934669020399,0.7091630479972344,98.59078028285904,98.44945189448237,47.98819180392462,1.521167756170349,44.46164958796362
210,0.5449452167158946,15.20282467381284,97.08043943694345,21.34540894485079,0.6509194417416584,96.85741232451181,94.0296015118883,32.78890181228634,1.140030948158123,51.62183088395585
240,0.3376780797420069,18.09880912727117,99.13846642418335,17.20504960441031,0.7735527868847363,99.12319515183225,98.26921554417694,51.0588179138803,1.519781299378983,41.58086731746465
140,0.5076238729408942,14.87026013833284,97.30207980867777,21.2971156240385,0.7480497811931418,96.35941577712003,93.75971564262898,37.03062733047452,1.226565023294123,51.51293555585215
250,0.6746026063198223,15.46460286541656,97.06841090133332,16.76963384806737,0.6119733012415934,99.43604503350105,96.52098877715365,34.39049766937345,1.190657552084035,40.42954326784263
150,0.5942488692791201,23.88592581997439,98.90801708758244,20.37683651470766,0.7678456387755694,99.31502294667698,98.23051986663567,61.77513936369356,1.780578333718151,49.40415537897769
100,0.3505110947788693,8.155298632249236,97.30848196885034,16.05861096430011,0.7416577590059722,90.91081003634865,88.46392919195615,23.56051366309395,1.090178158672068,38.50318318159304
210,0.3323875299781561,23.86135095761344,99.1136010470989,15.23404249748401,0.8039102682191412,99.66853172539828,98.78507090381244,71.78533380438962,2.092218836743353,36.19198364261553
220,0.3663874987334944,15.47292934247106,97.66286332068857,16.75631571046635,0.7053949424727587,98.26831345584843,95.97164865793108,39.91385764433497,1.321639775815059,40.39399657025172
200,0.3190892341805622,17.45515396862105,98.87927617442291,17.05163620433584,0.7007402358803898,98.09973634868399,97.00030923059599,44.71298096526728,1.483067283161992,41.17758367096428
130,0.6979911046043038,23.49504546310753,99.46783560917841,15.17382187201828,0.8228230357910273,99.74645036928537,99.21563527931151,72.73582485682803,2.062440984933016,36.01974274587121
100,0.5676970608394594,19.58441871130839,98.043689536502,16.69508222395368,0.724815409196075,98.22834142788658,96.30669010641229,51.51123132703115,1.699322808737525,40.23030436049675
260,0.4343181952295825,15.00744227119163,97.218884199767,19.09384476492368,0.6591099874629406,97.84963601435039,95.12832432668482,34.42524726252704,1.175376385312,46.35028486701469
260,0.4400280398774892,12.62871493016556,99.34293520091074,20.65930591798201,0.727049419165263,95.95137176749357,95.3209090793661,31.9845948675073,1.067514972269102,50.05835887143058
230,0.4277200147268362,20.54442845303565,97.04230194549999,18.58063852477633,0.7575380824822699,99.44507690081625,96.50379179602476,53.71201521944674,1.615661427707962,45.08844501513539
260,0.609806448194012,11.40301659215987,97.58293657033718,21.33492417197861,0.892213667764957,97.5919657685417,95.23310605366122,34.589507860432,1.014743220100525,51.59820362363314
180,0.3422539798168465,17.83754195921868,99.60576176169718,14.18595584050007,0.6356178587203379,98.421326098588,98.03331159646265,44.11136545438956,1.545427981101272,33.12222170800015
190,0.3891999066957272,19.00181130131334,99.73846895938377,17.51716309257038,0.6271740539439954,98.36930573774158,98.11203946879871,43.34680954353404,1.496261979544308,42.39357011388097
220,0.3835042764688842,17.71106783185899,98.0577989377208,17.00471179667115,0.6684957562356256,98.74602931003493,96.82818287981692,42.92760826734834,1.441102080633565,41.053720631506
220,0.355899319829978,10.941223600097,99.29458784941195,20.7241721345,0.8899598630252761,97.1378914127617,96.45266892391106,34.2403038557253,1.055977450474136,50.20770843808742
140,0.6867247806723229,12.92219273034483,98.60940298140606,14.3143813431859,0.7102017513642787,98.1603077273296,96.79529341463073,35.97220720977234,1.19333178681527,33.50687792854279
190,0.4327975787904114,22.6181236699,99.87153653869436,15.39057010105252,0.6540793326979503,99.53637297995137,99.40850510996322,55.73900626589685,1.858451253952593,36.63742723264494
140,0.4519214101679623,13.30236333876476,97.13332915059021,18.50532544845901,0.7801271553672384,96.7885787690857,94.0139687959543,36.81062873185001,1.217558265868876,44.90122003107012
230,0.5823436574277467,16.92840442345291,97.51133710171443,19.77145349930786,0.6497995839968557,98.82322998150447,96.36385292206734,37.600008877481,1.250027344301477,47.98045931330773
130,0.3822403425080702,21.93359229850397,97.36514487393541,15.54820663255826,0.6033287395277526,97.94237582711322,95.36173611704308,48.521281118786,1.806790808997858,37.08278754825631
180,0.5879619613362477,20.34286128931492,97.89224188766745,18.96526468335651,0.8481671084820992,99.652509425227,97.55207557367382,59.63016824740735,1.578695215047395,46.03639451309135
210,0.665749859128613,20.07563560155779,97.26368447998532,16.89473459196091,0.7879901661761105,99.88652915247972,97.15331855287643,56.6571736173215,1.644624142960565,40.76247338562314
170,0.3530226804367266,23.24959713575617,98.67595793991434,20.58155751903728,0.8807507280351827,99.20801766289267,97.89446178205876,68.59029828950175,1.76076521726553,49.87891772313037
250,0.3096167380723171,14.08996281576157,99.41669345691852,16.3851451927349,0.6633217932423809,97.2626751031342,96.69533555528153,35.25669970471106,1.223467807359242,39.39519248216737
210,0.5145473349318839,22.16417711321637,97.98322084098638,18.81612846003659,0.8828354495860404,99.82240633422299,97.80920884724848,67.63132494710045,1.701897147257619,45.67044826555093
150,0.6808800502684899,8.77064277337119,98.84662012402153,16.55220175582357,0.6307847136136377,88.79089562212678,87.76679930032012,21.51328057299146,1.007029100486997,39.84669300583829
210,0.3826956902874634,19.48136507789418,99.13117859615757,15.18807018943131,0.6638010118471691,99.2631235545974,98.4007042910325,48.88405617867001,1.634422902088238,36.06053908116922
