N,pos,R,corte,P,lucro,pureza_nom,pureza_pior,Q,cascos,recuperacao,altura,aprox,precisa_refrig
320.000000,0.659344,20.080552,99.896022,20.792184,61.371036,99.844324,99.766578,51.175532,4.000000,99.740508,229.600000,10.363951,0.000000
270.000000,0.562182,19.395078,99.532778,18.983386,61.329306,99.747669,99.598844,51.212544,4.000000,99.281625,194.200000,6.080723,0.000000
300.000000,0.673411,19.578871,99.722065,19.613908,61.300106,99.876636,99.809666,51.108788,4.000000,99.599044,215.200000,7.604970,0.000000
290.000000,0.616390,21.752767,99.735420,19.365515,59.397833,99.915023,99.866256,56.804241,4.000000,99.650667,208.000000,7.008651,0.000000
300.000000,0.595183,17.102811,99.814036,18.635279,63.145575,99.700201,99.521736,45.908159,4.000000,99.514794,215.200000,5.223947,0.000000
310.000000,0.660608,19.908270,99.635822,20.435517,61.159607,99.846661,99.767758,51.005481,4.000000,99.483041,222.400000,9.540579,0.000000
270.000000,0.736239,19.589729,99.886298,20.987911,62.657213,99.745432,99.622961,49.773009,4.000000,99.632020,194.200000,10.811614,0.000000
310.000000,0.746693,17.395065,99.706779,16.516722,57.510215,99.960915,99.935852,48.610664,4.000000,99.667808,222.400000,10.000000,1.000000
220.000000,0.662020,20.077282,99.573064,18.604792,61.568409,99.785978,99.659067,53.355174,3.000000,99.359956,158.800000,5.148375,0.000000
290.000000,0.680079,20.048307,99.702581,18.698221,60.465988,99.926619,99.884158,53.250349,4.000000,99.629419,208.000000,5.379687,0.000000
290.000000,0.711032,17.793207,99.576124,19.537576,62.828515,99.772826,99.649706,46.678879,4.000000,99.349912,208.000000,7.422285,0.000000
280.000000,0.679538,19.811175,99.637930,19.775721,61.374031,99.848257,99.765990,51.470227,4.000000,99.486736,201.400000,7.990602,0.000000
280.000000,0.707446,20.426005,99.945890,19.376246,61.013510,99.909453,99.860000,53.592967,4.000000,99.855392,201.400000,7.034523,0.000000
200.000000,0.703534,20.275589,99.577869,19.115461,62.037794,99.706091,99.542097,53.304132,3.000000,99.285200,145.000000,6.402910,0.000000
290.000000,0.567679,21.856765,99.685124,19.800520,59.498996,99.864047,99.787069,56.527216,4.000000,99.549599,208.000000,8.049506,0.000000
310.000000,0.715379,17.771116,99.532761,18.593493,61.958767,99.884505,99.819008,47.508953,4.000000,99.417806,222.400000,5.120348,0.000000
230.000000,0.725593,19.724078,99.807565,19.082721,62.324141,99.802029,99.692927,52.076885,3.000000,99.609974,166.000000,6.323188,0.000000
250.000000,0.625043,21.140807,99.696597,20.339091,61.338789,99.756852,99.623909,54.154153,3.000000,99.454187,179.800000,9.316257,0.000000
250.000000,0.647170,20.381790,99.598417,19.267299,61.275418,99.824371,99.723684,53.415401,3.000000,99.423494,179.800000,6.771384,0.000000
240.000000,0.746343,21.481644,99.695880,19.164011,60.529594,99.903460,99.850542,56.336724,3.000000,99.599633,173.200000,6.520950,0.000000
200.000000,0.651895,21.215871,99.833747,19.083086,61.555146,99.715209,99.551789,55.839796,3.000000,99.549430,145.000000,6.324077,0.000000
290.000000,0.588894,19.131048,99.789582,18.683796,61.415462,99.831445,99.732282,50.989099,4.000000,99.621382,208.000000,5.344027,0.000000
280.000000,0.579675,21.207713,99.755930,18.856486,59.746737,99.882721,99.813117,56.033481,4.000000,99.638938,201.400000,5.769677,0.000000
260.000000,0.736484,20.399272,99.554549,20.630430,61.509978,99.811613,99.716885,51.948113,4.000000,99.367001,187.000000,9.991770,0.000000
310.000000,0.691137,21.415544,99.648691,19.045713,59.050770,99.963270,99.942246,56.280077,4.000000,99.612090,222.400000,6.232959,0.000000
310.000000,0.743623,19.808628,99.760288,19.513526,60.928081,99.934130,99.898996,51.805991,4.000000,99.694576,222.400000,7.364622,0.000000
240.000000,0.582294,20.543004,99.708305,19.552137,61.597119,99.708174,99.538890,53.563872,3.000000,99.417330,173.200000,7.457172,0.000000
250.000000,0.557358,21.763111,99.870779,20.290702,61.020509,99.709434,99.545679,55.829834,3.000000,99.580589,179.800000,9.203409,0.000000
240.000000,0.723302,21.129972,99.525198,18.875107,60.428818,99.901451,99.845419,55.687116,3.000000,99.427117,173.200000,5.815411,0.000000
300.000000,0.694787,20.019971,99.643514,19.710514,60.852148,99.900928,99.847580,52.059497,4.000000,99.544795,215.200000,7.835468,0.000000
290.000000,0.662757,18.399153,99.900322,18.637503,62.203584,99.852995,99.768048,49.235955,4.000000,99.753464,208.000000,5.229454,0.000000
250.000000,0.573119,21.318356,99.621557,19.345792,60.541227,99.787452,99.662651,55.678568,3.000000,99.409814,179.800000,6.961071,0.000000
280.000000,0.738400,19.540656,99.701122,19.965085,61.793799,99.858490,99.784925,50.634784,4.000000,99.560035,201.400000,8.439101,0.000000
310.000000,0.615894,21.381449,99.848025,20.366241,60.107460,99.882959,99.820565,54.794824,4.000000,99.731162,222.400000,9.379493,0.000000
300.000000,0.633242,17.126123,99.640514,18.973157,63.082183,99.709654,99.541862,45.573892,4.000000,99.351212,215.200000,6.055704,0.000000
230.000000,0.672786,20.667907,99.914888,20.128041,62.230513,99.731371,99.587691,53.347450,3.000000,99.646487,166.000000,8.822681,0.000000
280.000000,0.693014,19.194796,99.798374,19.685503,62.087171,99.830265,99.738653,50.119367,4.000000,99.628981,201.400000,7.775869,0.000000
260.000000,0.671083,17.822061,99.694713,18.900735,63.069833,99.723716,99.563246,47.419176,4.000000,99.419272,187.000000,5.878303,0.000000
280.000000,0.712184,18.881569,99.640465,18.937661,61.740147,99.875056,99.804746,50.023624,4.000000,99.515970,201.400000,5.968815,0.000000
300.000000,0.714433,19.063670,99.924444,19.619079,62.034839,99.874420,99.807744,49.925068,4.000000,99.798959,215.200000,7.617329,0.000000
300.000000,0.600979,20.418234,99.538413,19.978661,60.507203,99.837935,99.749460,52.697115,4.000000,99.377096,215.200000,8.471141,0.000000
290.000000,0.558864,20.626141,99.886815,20.584693,61.265949,99.730837,99.586146,52.724650,4.000000,99.617957,208.000000,9.886163,0.000000
320.000000,0.719891,18.590028,99.680523,19.404331,61.715555,99.894170,99.837615,48.842412,4.000000,99.575031,229.600000,7.102187,0.000000
240.000000,0.592381,21.903178,99.510278,19.340756,60.035321,99.809289,99.697010,57.079609,3.000000,99.320501,173.200000,6.948919,0.000000
310.000000,0.619235,21.604786,99.921582,19.881794,59.741773,99.914724,99.867725,55.942633,4.000000,99.836372,222.400000,8.242197,0.000000
290.000000,0.665694,18.833312,99.870369,19.268869,62.139255,99.837822,99.747613,49.680727,4.000000,99.708401,208.000000,6.775184,0.000000
270.000000,0.654885,18.638939,99.613823,19.814547,62.562251,99.718204,99.563662,48.520395,4.000000,99.333115,194.200000,8.082803,0.000000
250.000000,0.715669,18.744135,99.596429,19.107661,62.618015,99.794612,99.679224,49.484297,3.000000,99.391870,179.800000,6.383925,0.000000
280.000000,0.673896,18.261180,99.697454,18.884599,62.351677,99.817700,99.713546,48.542713,4.000000,99.515706,201.400000,5.838710,0.000000
290.000000,0.595365,18.459082,99.833986,19.099303,62.340542,99.759556,99.621322,48.894532,4.000000,99.593942,208.000000,6.363577,0.000000
320.000000,0.731221,19.197444,99.889627,19.718807,61.608419,99.909296,99.862018,50.137350,4.000000,99.799023,229.600000,7.855217,0.000000
250.000000,0.623613,20.573540,99.798173,19.237905,61.357032,99.813813,99.706125,54.034971,3.000000,99.612361,179.800000,6.700211,0.000000
280.000000,0.692329,17.997419,99.884766,18.980175,62.898420,99.804176,99.693661,47.874813,4.000000,99.689168,201.400000,6.072870,0.000000
310.000000,0.741878,21.894981,99.607610,20.068233,59.173600,99.959833,99.938593,56.265048,4.000000,99.567601,222.400000,8.682151,0.000000
230.000000,0.592451,20.443640,99.667394,19.155356,61.561799,99.714237,99.544930,53.729725,3.000000,99.382581,166.000000,6.499923,0.000000
260.000000,0.707097,19.220304,99.665896,20.420112,62.575359,99.727458,99.586430,49.357978,4.000000,99.394264,187.000000,9.504790,0.000000
290.000000,0.575571,19.225945,99.904196,16.512476,55.885416,99.928387,99.881415,53.559242,4.000000,99.832652,208.000000,10.000000,1.000000
240.000000,0.748279,19.092922,99.750612,20.081774,63.172722,99.712097,99.563617,49.435906,3.000000,99.463427,173.200000,8.713994,0.000000
310.000000,0.700219,18.874712,99.739398,18.935398,61.420561,99.909852,99.859535,50.058325,4.000000,99.649484,222.400000,5.963270,0.000000
260.000000,0.680790,21.548375,99.825007,18.962965,59.938663,99.919298,99.872726,56.809355,4.000000,99.744447,187.000000,6.030767,0.000000
300.000000,0.633935,18.629478,99.632615,19.015899,61.709207,99.836030,99.742934,49.306904,4.000000,99.469247,215.200000,6.160182,0.000000
270.000000,0.730708,18.863523,99.637477,19.411987,62.178700,99.834977,99.745207,49.495144,4.000000,99.473053,194.200000,7.120622,0.000000
290.000000,0.742785,19.424733,99.747188,19.173309,61.382146,99.913362,99.865937,51.198936,4.000000,99.660769,208.000000,6.543534,0.000000
230.000000,0.631695,18.020776,99.566302,16.502974,58.038762,99.814323,99.691199,50.206949,3.000000,99.381430,166.000000,10.000000,1.000000
290.000000,0.694989,21.591488,99.882075,19.601496,59.871770,99.938338,99.904381,56.211613,4.000000,99.820486,208.000000,7.575298,0.000000
290.000000,0.721330,17.956796,99.664701,18.893303,62.447630,99.848080,99.762898,47.751453,4.000000,99.513290,208.000000,5.860070,0.000000
260.000000,0.648157,15.960934,99.631786,16.501240,59.875347,99.747802,99.576253,44.800796,4.000000,99.380517,187.000000,10.000000,1.000000
290.000000,0.700823,20.252244,99.823132,19.543526,60.951724,99.907265,99.856726,52.911150,4.000000,99.730561,208.000000,7.436542,0.000000
290.000000,0.749474,21.305765,99.830718,19.575935,60.041550,99.948542,99.920846,55.501312,4.000000,99.779347,208.000000,7.514152,0.000000
280.000000,0.744045,19.952682,99.926364,20.902546,62.196018,99.808057,99.716269,50.762244,4.000000,99.734563,201.400000,10.616729,0.000000
250.000000,0.688805,20.501811,99.533197,20.546617,61.765042,99.763897,99.640452,52.277668,3.000000,99.298196,179.800000,9.798123,0.000000
260.000000,0.646526,20.129676,99.728153,20.077478,61.700830,99.769860,99.644524,51.979627,4.000000,99.498638,187.000000,8.703893,0.000000
200.000000,0.676285,20.604589,99.837540,18.734912,61.864443,99.732522,99.579668,54.691010,3.000000,99.570496,145.000000,5.470306,0.000000
250.000000,0.718817,15.370531,99.933848,16.577765,61.374035,99.701480,99.494956,43.307015,3.000000,99.635525,179.800000,10.000000,1.000000
300.000000,0.725936,18.016318,99.621123,19.020629,62.254554,99.863292,99.787790,47.756612,4.000000,99.484933,215.200000,6.171732,0.000000
230.000000,0.651924,20.477596,99.582594,18.796266,61.192264,99.813251,99.703080,54.163275,3.000000,99.396625,166.000000,5.621558,0.000000
280.000000,0.630453,20.939391,99.765625,19.331461,60.294111,99.888678,99.825240,54.828382,4.000000,99.654563,201.400000,6.926480,0.000000
250.000000,0.724168,19.216689,99.785044,19.294228,62.557798,99.813435,99.711029,50.571554,3.000000,99.598880,179.800000,6.836522,0.000000
240.000000,0.661946,20.946858,99.714875,19.102690,60.985442,99.847759,99.759953,55.075931,3.000000,99.563068,173.200000,6.371824,0.000000
270.000000,0.721038,19.215916,99.704512,16.550828,55.969060,99.962868,99.938941,53.385311,4.000000,99.667489,194.200000,10.000000,1.000000
270.000000,0.732901,18.644499,99.569168,18.785366,61.925737,99.867479,99.792492,49.544755,4.000000,99.437219,194.200000,5.594711,0.000000
320.000000,0.633002,17.079534,99.743626,16.524557,57.795375,99.920085,99.868276,47.787121,4.000000,99.663916,229.600000,10.000000,1.000000
270.000000,0.741640,15.284833,99.621995,16.504123,60.521506,99.775952,99.620441,43.008266,4.000000,99.398794,194.200000,10.000000,1.000000
220.000000,0.631241,20.105083,99.895342,18.621313,61.986009,99.752311,99.604643,53.580560,3.000000,99.647912,158.800000,5.189338,0.000000
260.000000,0.724567,21.536200,99.641430,16.529108,53.330920,99.981293,99.969146,59.500437,4.000000,99.622790,187.000000,10.000000,1.000000
300.000000,0.640812,19.317050,99.533983,19.832895,61.402499,99.823108,99.727538,50.136514,4.000000,99.357916,215.200000,8.126330,0.000000
280.000000,0.651357,21.744534,99.567235,20.294993,59.866014,99.877919,99.812033,55.609747,4.000000,99.445682,201.400000,9.213423,0.000000
280.000000,0.735467,17.774366,99.743692,20.023453,63.449374,99.711565,99.560546,46.244493,4.000000,99.455997,201.400000,8.576741,0.000000
250.000000,0.705601,21.441737,99.944950,18.746005,60.472964,99.918039,99.871682,56.858544,3.000000,99.863034,179.800000,5.497679,0.000000
230.000000,0.629786,21.292633,99.660117,19.056002,60.750239,99.813339,99.703511,55.966164,3.000000,99.474090,166.000000,6.258057,0.000000
240.000000,0.617304,20.555266,99.740555,16.588809,55.207035,99.918106,99.864153,56.900154,3.000000,99.658874,173.200000,10.000000,1.000000
240.000000,0.599855,19.524587,99.890459,18.781074,62.275937,99.732291,99.572353,51.935949,3.000000,99.623044,173.200000,5.584138,0.000000
300.000000,0.618138,17.963762,99.704835,16.527047,56.984803,99.923107,99.873098,50.102323,4.000000,99.628169,215.200000,10.000000,1.000000
260.000000,0.716632,18.825339,99.859220,18.791613,62.313664,99.844824,99.756909,50.140146,4.000000,99.704262,187.000000,5.610099,0.000000
260.000000,0.697803,20.123871,99.931713,20.045276,61.957208,99.813756,99.715552,52.106222,4.000000,99.745597,187.000000,8.628132,0.000000
290.000000,0.706149,21.476634,99.598285,20.026939,59.839313,99.925527,99.885654,55.279110,4.000000,99.524111,208.000000,8.584953,0.000000
250.000000,0.638684,18.716864,99.763503,16.537537,57.197333,99.896023,99.827942,52.111896,3.000000,99.659772,179.800000,10.000000,1.000000
320.000000,0.606186,21.635377,99.788567,20.242446,59.574808,99.903628,99.851722,55.526651,4.000000,99.692398,229.600000,9.090683,0.000000
310.000000,0.585219,21.246742,99.840478,20.069992,60.059124,99.870794,99.800116,54.797797,4.000000,99.711478,222.400000,8.686288,0.000000
270.000000,0.673561,20.232074,99.874129,20.042921,61.621332,99.827271,99.734789,52.345504,4.000000,99.701617,194.200000,8.622590,0.000000
310.000000,0.662076,19.517852,99.668442,18.792409,60.647554,99.920324,99.874778,51.791604,4.000000,99.589030,222.400000,5.612058,0.000000
240.000000,0.651581,20.609812,99.504662,19.562806,61.269028,99.790223,99.671378,53.608489,3.000000,99.295924,173.200000,7.482722,0.000000
280.000000,0.682173,21.088189,99.733255,19.587711,60.266864,99.909936,99.860068,54.892989,4.000000,99.643431,201.400000,7.542329,0.000000
220.000000,0.630609,20.141376,99.813901,19.168770,62.187375,99.706167,99.534958,53.035712,3.000000,99.520615,158.800000,6.532511,0.000000
260.000000,0.733786,21.551649,99.777708,18.970957,59.877378,99.938014,99.903148,56.781452,4.000000,99.715860,187.000000,6.050322,0.000000
270.000000,0.626788,20.886376,99.640084,20.520729,60.990775,99.782696,99.666570,53.298712,4.000000,99.423562,194.200000,9.738197,0.000000
230.000000,0.745091,20.572868,99.602171,20.089857,61.871147,99.782247,99.669858,52.989232,3.000000,99.385283,166.000000,8.732994,0.000000
220.000000,0.703720,21.131486,99.792127,20.379316,61.968183,99.724551,99.582603,54.137743,3.000000,99.517250,158.800000,9.409926,0.000000
320.000000,0.712575,16.474291,99.775216,19.037536,63.609952,99.748562,99.607023,43.936795,4.000000,99.524343,229.600000,6.213007,0.000000
280.000000,0.655713,21.456775,99.575848,20.632909,60.302661,99.851821,99.774040,54.524094,4.000000,99.428298,201.400000,9.997488,0.000000
310.000000,0.607944,18.664516,99.923073,19.814102,62.347027,99.765245,99.637752,48.734861,4.000000,99.688498,222.400000,8.081746,0.000000
230.000000,0.567059,21.630140,99.839499,19.653197,61.058986,99.704149,99.531034,56.223933,3.000000,99.544123,166.000000,7.698806,0.000000
240.000000,0.675860,19.431675,99.606008,18.656616,61.894359,99.814816,99.706154,51.683773,3.000000,99.421553,173.200000,5.276783,0.000000
310.000000,0.704994,20.645540,99.893755,20.601335,60.932888,99.896720,99.844818,52.757190,4.000000,99.790585,222.400000,9.924607,0.000000
190.000000,0.725199,21.848646,99.605297,18.939193,60.790538,99.768179,99.642940,57.466947,3.000000,99.374391,137.800000,5.972566,0.000000
270.000000,0.730663,17.594836,99.805225,16.522413,58.004474,99.927022,99.879812,49.181578,4.000000,99.732389,194.200000,10.000000,1.000000
280.000000,0.617337,20.880633,99.799009,19.912634,60.721230,99.842532,99.755530,54.049572,4.000000,99.641858,201.400000,8.315172,0.000000
300.000000,0.642656,20.595181,99.541400,20.646246,60.696439,99.836366,99.751784,52.399365,4.000000,99.378516,215.200000,10.028250,0.000000
310.000000,0.732678,20.228689,99.942638,20.964972,61.541259,99.869461,99.807198,51.371482,4.000000,99.812173,222.400000,10.759299,0.000000
270.000000,0.682372,20.376145,99.740742,19.041122,60.752472,99.898066,99.839956,53.724996,4.000000,99.639072,194.200000,6.221758,0.000000
260.000000,0.627136,21.119751,99.748261,19.231794,60.388057,99.862401,99.782816,55.382265,4.000000,99.611008,187.000000,6.685406,0.000000
240.000000,0.748307,18.700176,99.537867,19.099971,62.713779,99.783767,99.663645,49.352829,3.000000,99.322633,173.200000,6.365204,0.000000
290.000000,0.640749,20.262711,99.523594,20.581486,61.092048,99.801754,99.698471,51.653577,4.000000,99.326293,208.000000,9.878753,0.000000
310.000000,0.726169,18.467373,99.780338,20.303073,62.567621,99.809783,99.714330,47.691017,4.000000,99.590539,222.400000,9.232278,0.000000
270.000000,0.597179,20.869179,99.700613,20.977027,61.315864,99.701711,99.544833,52.779791,4.000000,99.403217,194.200000,10.786797,0.000000
300.000000,0.723794,19.652374,99.896342,20.215849,61.778477,99.871512,99.806147,50.744971,4.000000,99.767987,215.200000,9.028472,0.000000
270.000000,0.732127,20.152592,99.644803,18.839158,60.698096,99.922778,99.879075,53.330551,4.000000,99.567856,194.200000,5.727089,0.000000
260.000000,0.733518,21.166620,99.923345,19.533717,60.752522,99.904929,99.854513,55.254186,4.000000,99.828346,187.000000,7.413035,0.000000
270.000000,0.567316,19.287445,99.791392,19.075581,61.825287,99.736415,99.581835,50.978841,4.000000,99.528356,194.200000,6.305791,0.000000
260.000000,0.716401,19.516144,99.756652,19.114685,61.749169,99.860861,99.783258,51.494510,4.000000,99.617851,187.000000,6.401021,0.000000
250.000000,0.605522,21.299343,99.688616,18.818096,60.313248,99.853379,99.765766,56.270542,3.000000,99.542452,179.800000,5.675290,0.000000
270.000000,0.559944,21.865470,99.676522,20.122798,59.987484,99.792076,99.675081,56.167726,4.000000,99.469271,194.200000,8.810372,0.000000
300.000000,0.689688,20.694009,99.623759,19.289969,59.983527,99.936457,99.900939,54.184041,4.000000,99.560455,215.200000,6.826225,0.000000
280.000000,0.719610,21.789765,99.911094,20.319072,60.290296,99.912282,99.866979,55.884701,4.000000,99.823454,201.400000,9.269593,0.000000
300.000000,0.628951,18.029465,99.860449,19.776670,62.971400,99.713369,99.556969,47.167881,4.000000,99.574218,215.200000,7.992857,0.000000
290.000000,0.653233,17.398856,99.899056,16.549624,58.076484,99.907956,99.848158,48.682857,4.000000,99.807105,208.000000,10.000000,1.000000
250.000000,0.706459,18.450593,99.823774,19.692023,63.495550,99.703893,99.542928,48.278207,3.000000,99.528189,179.800000,7.791410,0.000000
210.000000,0.733205,16.739910,99.812022,16.607559,60.193723,99.714116,99.526996,46.844856,3.000000,99.526674,151.600000,10.000000,1.000000
270.000000,0.701829,17.657093,99.764095,19.411493,63.433788,99.710881,99.550110,46.548559,4.000000,99.475659,194.200000,7.119432,0.000000
210.000000,0.719579,19.821268,99.764870,18.647356,62.237845,99.767354,99.636203,52.763177,3.000000,99.532771,151.600000,5.253856,0.000000
300.000000,0.714904,19.428555,99.747043,16.575301,55.308555,99.979321,99.966000,53.943815,4.000000,99.726416,215.200000,10.000000,1.000000
290.000000,0.575005,21.916238,99.593039,16.548352,52.329978,99.969456,99.949156,60.451497,4.000000,99.562619,208.000000,10.000000,1.000000
240.000000,0.656118,20.493382,99.714499,19.926043,61.845667,99.756258,99.621600,53.033308,3.000000,99.471452,173.200000,8.346876,0.000000
320.000000,0.701030,16.731487,99.751286,19.010796,63.321950,99.771698,99.643643,44.597062,4.000000,99.523552,229.600000,6.147716,0.000000
290.000000,0.657456,20.720592,99.690234,20.934011,61.088408,99.814562,99.720500,52.463427,4.000000,99.505370,208.000000,10.688627,0.000000
200.000000,0.731629,21.913633,99.523048,19.744901,60.937924,99.758841,99.632691,56.640690,3.000000,99.283039,145.000000,7.917323,0.000000
310.000000,0.665843,18.429665,99.511484,19.641425,61.916316,99.818088,99.720184,48.125510,4.000000,99.330461,222.400000,7.670706,0.000000
300.000000,0.747627,21.086301,99.581519,18.735166,59.221424,99.971431,99.955065,55.766778,4.000000,99.553070,215.200000,5.470931,0.000000
230.000000,0.690795,21.499673,99.593247,19.055066,60.478481,99.867273,99.791321,56.449118,3.000000,99.461061,166.000000,6.255774,0.000000
300.000000,0.629439,17.572007,99.577367,16.600675,57.321823,99.913126,99.856843,48.933480,4.000000,99.490861,215.200000,10.000000,1.000000
210.000000,0.729440,20.181394,99.886452,18.725767,62.135964,99.778836,99.658410,53.655923,3.000000,99.665539,151.600000,5.447731,0.000000
270.000000,0.737467,19.060619,99.578891,20.237173,62.348107,99.784152,99.673301,49.112523,4.000000,99.363951,194.200000,9.078354,0.000000
300.000000,0.656965,20.692227,99.933418,19.457930,60.493577,99.915345,99.868282,54.161330,4.000000,99.848820,215.200000,7.231133,0.000000
290.000000,0.676124,18.378559,99.552631,19.244864,62.113055,99.818441,99.717451,48.410926,4.000000,99.371884,208.000000,6.717068,0.000000
310.000000,0.623391,16.795167,99.926252,18.693208,63.470319,99.714215,99.545832,45.125772,4.000000,99.640678,222.400000,5.367298,0.000000
270.000000,0.639047,20.710703,99.572902,19.549409,60.534589,99.857615,99.777492,53.910552,4.000000,99.431124,194.200000,7.450636,0.000000
310.000000,0.703691,19.819153,99.668598,20.199854,61.161879,99.884637,99.825216,51.055133,4.000000,99.553617,222.400000,8.991032,0.000000
290.000000,0.606400,19.744755,99.932633,19.639676,61.608727,99.813707,99.710127,51.602186,4.000000,99.746465,208.000000,7.666530,0.000000
260.000000,0.697103,17.386263,99.524302,18.607461,63.062687,99.738464,99.584492,46.517809,4.000000,99.264011,187.000000,5.154996,0.000000
300.000000,0.648056,20.423264,99.746152,18.813935,60.095920,99.928060,99.886384,54.095599,4.000000,99.674395,215.200000,5.665050,0.000000
310.000000,0.571205,20.234509,99.785252,19.923908,60.809707,99.823230,99.726240,52.434052,4.000000,99.608862,222.400000,8.341828,0.000000
290.000000,0.746045,17.337350,99.574871,19.650853,63.295036,99.741008,99.602271,45.440057,4.000000,99.316979,208.000000,7.693213,0.000000
280.000000,0.680565,20.169823,99.558299,19.430771,60.760238,99.887176,99.824539,52.687920,4.000000,99.445973,201.400000,7.165826,0.000000
280.000000,0.737368,15.935871,99.936837,16.603962,60.042781,99.849268,99.749526,44.780776,4.000000,99.786200,201.400000,10.000000,1.000000
230.000000,0.640582,21.335791,99.619785,19.947898,61.176955,99.756039,99.619442,55.034639,3.000000,99.376752,166.000000,8.398518,0.000000
230.000000,0.682033,20.090808,99.753163,19.519220,62.183337,99.760594,99.627517,52.498629,3.000000,99.514348,166.000000,7.378278,0.000000
280.000000,0.734226,20.917093,99.757216,19.472280,60.381916,99.931106,99.893621,54.610207,4.000000,99.688489,201.400000,7.265615,0.000000
300.000000,0.654290,17.447395,99.724113,16.598283,57.659153,99.920399,99.868970,48.679080,4.000000,99.644732,215.200000,10.000000,1.000000
270.000000,0.701950,17.082205,99.586199,18.674402,63.312010,99.734461,99.579017,45.715019,4.000000,99.321759,194.200000,5.320793,0.000000
320.000000,0.683475,19.000084,99.745175,19.666975,61.569450,99.880276,99.816636,49.628607,4.000000,99.625757,229.600000,7.731684,0.000000
260.000000,0.594062,20.191840,99.666885,19.883844,61.467993,99.729606,99.577661,52.309954,4.000000,99.397392,187.000000,8.247052,0.000000
320.000000,0.674903,16.533169,99.552983,16.557403,58.223992,99.914381,99.858936,46.224469,4.000000,99.467747,229.600000,10.000000,1.000000
300.000000,0.602098,17.913174,99.629085,19.032607,62.374488,99.750260,99.606776,47.489793,4.000000,99.380272,215.200000,6.200976,0.000000
300.000000,0.697184,19.103831,99.535682,19.196864,61.248377,99.892553,99.833188,50.263490,4.000000,99.428734,215.200000,6.600710,0.000000
310.000000,0.691536,21.397607,99.553963,19.530599,59.239216,99.951668,99.924864,55.627139,4.000000,99.505847,222.400000,7.405563,0.000000
300.000000,0.719229,17.610654,99.837339,20.091933,63.466277,99.723265,99.579799,45.819132,4.000000,99.561054,215.200000,8.737873,0.000000
290.000000,0.614923,18.212109,99.571464,19.011784,62.163503,99.766830,99.632667,48.232946,4.000000,99.339294,208.000000,6.150129,0.000000
320.000000,0.724238,19.470077,99.555032,19.291579,60.681213,99.935243,99.900100,51.090134,4.000000,99.490563,229.600000,6.830118,0.000000
220.000000,0.722155,19.947165,99.644241,19.460796,62.289305,99.750712,99.615127,52.146642,3.000000,99.395840,158.800000,7.238022,0.000000
270.000000,0.647330,20.026057,99.543551,20.421269,61.555216,99.760170,99.632904,51.260586,4.000000,99.304816,194.200000,9.507479,0.000000
260.000000,0.731697,18.710062,99.526325,20.340498,62.792650,99.710111,99.560509,48.125049,4.000000,99.237809,187.000000,9.319537,0.000000
240.000000,0.705787,17.988131,99.856283,18.843932,63.629797,99.713166,99.548212,47.970400,3.000000,99.569861,173.200000,5.738827,0.000000
300.000000,0.631311,21.727693,99.589335,18.737294,58.653353,99.949798,99.920063,57.388291,4.000000,99.539339,215.200000,5.476184,0.000000
270.000000,0.574208,21.674528,99.772660,20.888352,60.680790,99.734502,99.592264,54.865723,4.000000,99.507766,194.200000,10.584269,0.000000
280.000000,0.741996,18.418316,99.570420,19.929437,62.595594,99.790717,99.681515,47.840647,4.000000,99.362036,201.400000,8.354898,0.000000
310.000000,0.741051,19.254181,99.577181,16.580188,55.141745,99.984907,99.975233,53.387137,4.000000,99.562152,222.400000,10.000000,1.000000
260.000000,0.683648,17.671354,99.635241,16.516423,57.849967,99.897610,99.830849,49.305672,4.000000,99.533224,187.000000,10.000000,1.000000
240.000000,0.711734,21.613553,99.727661,18.565667,60.061796,99.919639,99.872988,57.378348,3.000000,99.647519,173.200000,5.051269,0.000000
260.000000,0.721710,19.863612,99.512307,20.280593,61.742614,99.801712,99.698894,50.998112,4.000000,99.314986,187.000000,9.179810,0.000000
270.000000,0.637118,19.026386,99.845317,19.321759,62.266715,99.777955,99.652268,50.097547,4.000000,99.623615,194.200000,6.903051,0.000000
310.000000,0.563359,19.872699,99.656816,18.860274,60.353508,99.868600,99.792010,52.608662,4.000000,99.525867,222.400000,5.778983,0.000000
290.000000,0.605843,21.022627,99.706108,20.735755,60.753371,99.799065,99.693506,53.424332,4.000000,99.505763,208.000000,10.234342,0.000000
250.000000,0.747259,19.698982,99.682998,19.810172,62.276924,99.815884,99.719168,51.179498,3.000000,99.499466,179.800000,8.072418,0.000000
290.000000,0.676928,21.448434,99.750729,18.872567,59.375852,99.949820,99.920647,56.619412,4.000000,99.700673,208.000000,5.809173,0.000000
270.000000,0.694312,18.315246,99.811456,19.076258,62.721212,99.797688,99.683693,48.544963,4.000000,99.609525,194.200000,6.307440,0.000000
270.000000,0.661121,21.756174,99.522817,18.991539,59.204909,99.927990,99.885979,57.126118,4.000000,99.451150,194.200000,6.100656,0.000000
270.000000,0.726325,19.685738,99.912904,18.778095,61.436259,99.905573,99.852534,52.358653,4.000000,99.818560,194.200000,5.576799,0.000000
250.000000,0.694699,20.135126,99.819561,19.930238,62.146952,99.799285,99.691760,52.199753,3.000000,99.619209,179.800000,8.356791,0.000000
270.000000,0.593665,21.371676,99.748460,19.236854,60.000585,99.862760,99.782791,56.007342,4.000000,99.611565,194.200000,6.697665,0.000000
